Id 	 Expenditure 	 Points 	 Eligibility
29604 	 131 	 787 	 false
29605 	 131 	 787 	 false
29606 	 129 	 776 	 false
29607 	 129 	 776 	 false
29608 	 116 	 697 	 false
29609 	 116 	 697 	 false
29610 	 101 	 607 	 false
29611 	 101 	 607 	 false
29612 	 132 	 793 	 false
29613 	 132 	 793 	 false
29614 	 138 	 830 	 false
29615 	 138 	 830 	 false
29616 	 265 	 1589 	 false
29617 	 265 	 1589 	 false
29618 	 145 	 871 	 false
29619 	 145 	 871 	 false
29620 	 202 	 1210 	 false
29621 	 202 	 1210 	 false
29622 	 305 	 1833 	 false
29623 	 305 	 1833 	 false
29624 	 120 	 721 	 false
29625 	 120 	 721 	 false
29626 	 96 	 577 	 false
29627 	 96 	 577 	 false
29628 	 434 	 2604 	 false
29629 	 434 	 2604 	 false
29630 	 202 	 1213 	 false
29631 	 202 	 1213 	 false
29632 	 520 	 3121 	 true
29633 	 520 	 3121 	 true
29634 	 115 	 691 	 false
29635 	 115 	 691 	 false
29636 	 350 	 2100 	 false
29637 	 350 	 2100 	 false
29638 	 197 	 1183 	 false
29639 	 197 	 1183 	 false
29640 	 508 	 3045 	 true
29641 	 508 	 3045 	 true
29642 	 348 	 2086 	 false
29643 	 348 	 2086 	 false
29644 	 82 	 493 	 false
29645 	 82 	 493 	 false
29646 	 481 	 2885 	 false
29647 	 481 	 2885 	 false
29648 	 114 	 686 	 false
29649 	 114 	 686 	 false
29650 	 170 	 1019 	 false
29651 	 170 	 1019 	 false
29652 	 382 	 2292 	 false
29653 	 382 	 2292 	 false
29654 	 205 	 1231 	 false
29655 	 205 	 1231 	 false
29656 	 339 	 2037 	 false
29657 	 339 	 2037 	 false
29658 	 121 	 728 	 false
29659 	 121 	 728 	 false
29660 	 625 	 3748 	 true
29661 	 625 	 3748 	 true
29662 	 307 	 1839 	 false
29663 	 307 	 1839 	 false
29664 	 293 	 1760 	 false
29665 	 293 	 1760 	 false
29666 	 257 	 1541 	 false
29667 	 257 	 1541 	 false
29668 	 289 	 1736 	 false
29669 	 289 	 1736 	 false
29670 	 98 	 589 	 false
29671 	 98 	 589 	 false
29672 	 325 	 1951 	 false
29673 	 325 	 1951 	 false
29674 	 373 	 2238 	 false
29675 	 373 	 2238 	 false
29676 	 278 	 1665 	 false
29677 	 278 	 1665 	 false
29678 	 339 	 2037 	 false
29679 	 339 	 2037 	 false
29680 	 177 	 1063 	 false
29681 	 177 	 1063 	 false
29682 	 265 	 1589 	 false
29683 	 265 	 1589 	 false
29684 	 679 	 4076 	 true
29685 	 679 	 4076 	 true
29686 	 84 	 505 	 false
29687 	 84 	 505 	 false
29688 	 308 	 1849 	 false
29689 	 308 	 1849 	 false
29690 	 346 	 2078 	 false
29691 	 346 	 2078 	 false
29692 	 339 	 2037 	 false
29693 	 339 	 2037 	 false
29694 	 287 	 1724 	 false
29695 	 287 	 1724 	 false
29696 	 873 	 5237 	 true
29697 	 873 	 5237 	 true
29698 	 524 	 3145 	 true
29699 	 524 	 3145 	 true
29700 	 369 	 2216 	 false
29701 	 369 	 2216 	 false
29702 	 271 	 1627 	 false
29703 	 271 	 1627 	 false
29704 	 1274 	 7644 	 true
29705 	 1274 	 7644 	 true
29706 	 525 	 3152 	 true
29707 	 525 	 3152 	 true
29708 	 488 	 2927 	 false
29709 	 488 	 2927 	 false
29710 	 321 	 1927 	 false
29711 	 321 	 1927 	 false
29712 	 553 	 3318 	 true
29713 	 539 	 3233 	 true
29714 	 139 	 835 	 false
29715 	 139 	 835 	 false
29716 	 273 	 1638 	 false
29717 	 273 	 1638 	 false
29718 	 451 	 2707 	 false
29719 	 451 	 2707 	 false
29720 	 284 	 1707 	 false
29721 	 284 	 1707 	 false
29722 	 263 	 1580 	 false
29723 	 263 	 1580 	 false
29724 	 305 	 1828 	 false
29725 	 305 	 1828 	 false
29726 	 563 	 3381 	 true
29727 	 563 	 3381 	 true
29728 	 293 	 1757 	 false
29729 	 293 	 1757 	 false
29730 	 272 	 1633 	 false
29731 	 272 	 1633 	 false
29732 	 412 	 2471 	 false
29733 	 412 	 2471 	 false
29734 	 377 	 2264 	 false
29735 	 328 	 1969 	 false
29736 	 304 	 1825 	 false
29737 	 304 	 1825 	 false
29738 	 745 	 4468 	 true
29739 	 745 	 4468 	 true
29740 	 330 	 1983 	 false
29741 	 330 	 1983 	 false
29742 	 437 	 2624 	 false
29743 	 437 	 2624 	 false
29744 	 272 	 1631 	 false
29745 	 272 	 1631 	 false
29746 	 105 	 629 	 false
29747 	 105 	 629 	 false
29748 	 273 	 1638 	 false
29749 	 273 	 1638 	 false
29750 	 294 	 1762 	 false
29751 	 294 	 1762 	 false
29752 	 238 	 1429 	 false
29753 	 238 	 1429 	 false
29754 	 1185 	 7109 	 true
29755 	 1185 	 7109 	 true
29756 	 405 	 2429 	 false
29757 	 405 	 2429 	 false
29758 	 474 	 2843 	 false
29759 	 474 	 2843 	 false
29760 	 98 	 589 	 false
29761 	 98 	 589 	 false
29762 	 445 	 2667 	 false
29763 	 445 	 2667 	 false
29764 	 347 	 2079 	 false
29765 	 347 	 2079 	 false
29766 	 987 	 5924 	 true
29767 	 987 	 5924 	 true
29768 	 475 	 2851 	 false
29769 	 475 	 2851 	 false
29770 	 452 	 2711 	 false
29771 	 452 	 2711 	 false
29772 	 436 	 2618 	 false
29773 	 436 	 2618 	 false
29774 	 1079 	 6474 	 true
29775 	 1079 	 6474 	 true
29776 	 400 	 2401 	 false
29777 	 400 	 2401 	 false
29778 	 423 	 2540 	 false
29779 	 423 	 2540 	 false
29780 	 1298 	 7789 	 true
29781 	 1298 	 7789 	 true
29782 	 687 	 4120 	 true
29783 	 687 	 4120 	 true
29784 	 388 	 2328 	 false
29785 	 388 	 2328 	 false
29786 	 195 	 1169 	 false
29787 	 195 	 1169 	 false
29788 	 355 	 2130 	 false
29789 	 355 	 2130 	 false
29790 	 987 	 5924 	 true
29791 	 987 	 5924 	 true
29792 	 124 	 744 	 false
29793 	 124 	 744 	 false
29794 	 702 	 4215 	 true
29795 	 702 	 4215 	 true
29796 	 187 	 1123 	 false
29797 	 187 	 1123 	 false
29798 	 201 	 1209 	 false
29799 	 201 	 1209 	 false
29800 	 340 	 2041 	 false
29801 	 340 	 2041 	 false
29802 	 39 	 235 	 false
29803 	 39 	 235 	 false
29804 	 465 	 2789 	 false
29805 	 465 	 2789 	 false
29806 	 254 	 1526 	 false
29807 	 254 	 1526 	 false
29808 	 449 	 2695 	 false
29809 	 449 	 2695 	 false
29810 	 222 	 1335 	 false
29811 	 222 	 1335 	 false
29812 	 148 	 889 	 false
29813 	 148 	 889 	 false
29814 	 269 	 1617 	 false
29815 	 269 	 1617 	 false
29816 	 342 	 2052 	 false
29817 	 342 	 2052 	 false
29818 	 648 	 3887 	 true
29819 	 648 	 3887 	 true
29820 	 398 	 2389 	 false
29821 	 398 	 2389 	 false
29822 	 789 	 4736 	 true
29823 	 789 	 4736 	 true
29824 	 213 	 1279 	 false
29825 	 213 	 1279 	 false
29826 	 345 	 2072 	 false
29827 	 345 	 2072 	 false
29828 	 375 	 2252 	 false
29829 	 375 	 2252 	 false
29830 	 109 	 655 	 false
29831 	 109 	 655 	 false
29832 	 262 	 1573 	 false
29833 	 262 	 1573 	 false
29834 	 92 	 553 	 false
29835 	 92 	 553 	 false
29836 	 242 	 1450 	 false
29837 	 242 	 1450 	 false
29838 	 429 	 2575 	 false
29839 	 429 	 2575 	 false
29840 	 134 	 805 	 false
29841 	 134 	 805 	 false
29842 	 464 	 2782 	 false
29843 	 464 	 2782 	 false
29844 	 560 	 3361 	 true
29845 	 560 	 3361 	 true
29846 	 330 	 1983 	 false
29847 	 330 	 1983 	 false
29848 	 548 	 3287 	 true
29849 	 548 	 3287 	 true
29850 	 279 	 1675 	 false
29851 	 279 	 1675 	 false
29852 	 452 	 2713 	 false
29853 	 452 	 2713 	 false
29854 	 506 	 3037 	 true
29855 	 506 	 3037 	 true
29856 	 358 	 2148 	 false
29857 	 358 	 2148 	 false
29858 	 114 	 685 	 false
29859 	 114 	 685 	 false
29860 	 439 	 2631 	 false
29861 	 439 	 2631 	 false
29862 	 558 	 3349 	 true
29863 	 558 	 3349 	 true
29864 	 305 	 1831 	 false
29865 	 305 	 1831 	 false
29866 	 221 	 1326 	 false
29867 	 221 	 1326 	 false
29868 	 330 	 1983 	 false
29869 	 330 	 1983 	 false
29870 	 431 	 2587 	 false
29871 	 431 	 2587 	 false
29872 	 540 	 3239 	 true
29873 	 540 	 3239 	 true
29874 	 189 	 1135 	 false
29875 	 189 	 1135 	 false
29876 	 298 	 1789 	 false
29877 	 298 	 1789 	 false
29878 	 314 	 1885 	 false
29879 	 314 	 1885 	 false
29880 	 258 	 1549 	 false
29881 	 258 	 1549 	 false
29882 	 313 	 1879 	 false
29883 	 313 	 1879 	 false
29884 	 366 	 2197 	 false
29885 	 366 	 2197 	 false
29886 	 166 	 997 	 false
29887 	 166 	 997 	 false
29888 	 305 	 1831 	 false
29889 	 305 	 1831 	 false
29890 	 298 	 1789 	 false
29891 	 298 	 1789 	 false
29892 	 170 	 1021 	 false
29893 	 170 	 1021 	 false
29894 	 421 	 2528 	 false
29895 	 421 	 2528 	 false
29896 	 1196 	 7173 	 true
29897 	 1196 	 7173 	 true
29898 	 243 	 1458 	 false
29899 	 243 	 1458 	 false
29900 	 452 	 2713 	 false
29901 	 452 	 2713 	 false
29902 	 337 	 2023 	 false
29903 	 337 	 2023 	 false
29904 	 204 	 1225 	 false
29905 	 204 	 1225 	 false
29906 	 247 	 1479 	 false
29907 	 247 	 1479 	 false
29908 	 676 	 4055 	 true
29909 	 676 	 4055 	 true
29910 	 258 	 1548 	 false
29911 	 258 	 1548 	 false
29912 	 261 	 1567 	 false
29913 	 261 	 1567 	 false
29914 	 259 	 1555 	 false
29915 	 259 	 1555 	 false
29916 	 847 	 5081 	 true
29917 	 847 	 5081 	 true
29918 	 151 	 906 	 false
29919 	 151 	 906 	 false
29920 	 278 	 1669 	 false
29921 	 278 	 1669 	 false
29922 	 433 	 2597 	 false
29923 	 433 	 2597 	 false
29924 	 435 	 2609 	 false
29925 	 435 	 2609 	 false
29926 	 146 	 877 	 false
29927 	 146 	 877 	 false
29928 	 283 	 1699 	 false
29929 	 283 	 1699 	 false
29930 	 255 	 1527 	 false
29931 	 255 	 1527 	 false
29932 	 260 	 1562 	 false
29933 	 260 	 1562 	 false
29934 	 314 	 1886 	 false
29935 	 314 	 1886 	 false
29936 	 710 	 4260 	 true
29937 	 710 	 4260 	 true
29938 	 359 	 2154 	 false
29939 	 359 	 2154 	 false
29940 	 427 	 2562 	 false
29941 	 427 	 2562 	 false
29942 	 99 	 595 	 false
29943 	 99 	 595 	 false
29944 	 531 	 3187 	 true
29945 	 531 	 3187 	 true
29946 	 309 	 1855 	 false
29947 	 309 	 1855 	 false
29948 	 353 	 2119 	 false
29949 	 353 	 2119 	 false
29950 	 373 	 2238 	 false
29951 	 373 	 2238 	 false
29952 	 341 	 2045 	 false
29953 	 341 	 2045 	 false
29954 	 180 	 1081 	 false
29955 	 180 	 1081 	 false
29956 	 312 	 1873 	 false
29957 	 312 	 1873 	 false
29958 	 565 	 3390 	 true
29959 	 565 	 3390 	 true
29960 	 375 	 2252 	 false
29961 	 375 	 2252 	 false
29962 	 449 	 2691 	 false
29963 	 449 	 2691 	 false
29964 	 278 	 1669 	 false
29965 	 278 	 1669 	 false
29966 	 333 	 2000 	 false
29967 	 333 	 2000 	 false
29968 	 166 	 997 	 false
29969 	 166 	 997 	 false
29970 	 399 	 2397 	 false
29971 	 399 	 2397 	 false
29972 	 398 	 2389 	 false
29973 	 398 	 2389 	 false
29974 	 265 	 1589 	 false
29975 	 265 	 1589 	 false
29976 	 255 	 1528 	 false
29977 	 255 	 1528 	 false
29978 	 134 	 803 	 false
29979 	 134 	 803 	 false
29980 	 280 	 1678 	 false
29981 	 280 	 1678 	 false
29982 	 348 	 2089 	 false
29983 	 348 	 2089 	 false
29984 	 225 	 1352 	 false
29985 	 225 	 1352 	 false
29986 	 152 	 913 	 false
29987 	 152 	 913 	 false
29988 	 439 	 2631 	 false
29989 	 439 	 2631 	 false
29990 	 259 	 1555 	 false
29991 	 259 	 1555 	 false
29992 	 466 	 2797 	 false
29993 	 466 	 2797 	 false
29994 	 411 	 2466 	 false
29995 	 411 	 2466 	 false
29996 	 207 	 1243 	 false
29997 	 207 	 1243 	 false
29998 	 389 	 2335 	 false
29999 	 389 	 2335 	 false
30000 	 63 	 379 	 false
30001 	 63 	 379 	 false
30002 	 534 	 3205 	 true
30003 	 534 	 3205 	 true
30004 	 325 	 1951 	 false
30005 	 325 	 1951 	 false
30006 	 63 	 379 	 false
30007 	 63 	 379 	 false
30008 	 371 	 2227 	 false
30009 	 371 	 2227 	 false
30010 	 761 	 4567 	 true
30011 	 761 	 4567 	 true
30012 	 422 	 2533 	 false
30013 	 422 	 2533 	 false
30014 	 73 	 439 	 false
30015 	 73 	 439 	 false
30016 	 412 	 2471 	 false
30017 	 412 	 2471 	 false
30018 	 275 	 1652 	 false
30019 	 275 	 1652 	 false
30020 	 217 	 1304 	 false
30021 	 217 	 1304 	 false
30022 	 475 	 2851 	 false
30023 	 475 	 2851 	 false
30024 	 193 	 1155 	 false
30025 	 193 	 1155 	 false
30026 	 208 	 1249 	 false
30027 	 208 	 1249 	 false
30028 	 261 	 1567 	 false
30029 	 261 	 1567 	 false
30030 	 671 	 4023 	 true
30031 	 671 	 4023 	 true
30032 	 363 	 2179 	 false
30033 	 363 	 2179 	 false
30034 	 337 	 2023 	 false
30035 	 337 	 2023 	 false
30036 	 404 	 2424 	 false
30037 	 404 	 2424 	 false
30038 	 508 	 3045 	 true
30039 	 508 	 3045 	 true
30040 	 522 	 3133 	 true
30041 	 522 	 3133 	 true
30042 	 782 	 4692 	 true
30043 	 782 	 4692 	 true
30044 	 300 	 1801 	 false
30045 	 300 	 1801 	 false
30046 	 549 	 3296 	 true
30047 	 549 	 3296 	 true
30048 	 232 	 1391 	 false
30049 	 232 	 1391 	 false
30050 	 756 	 4535 	 true
30051 	 230 	 1381 	 false
30052 	 230 	 1381 	 false
30053 	 748 	 4487 	 true
30054 	 748 	 4487 	 true
30055 	 184 	 1102 	 false
30056 	 184 	 1102 	 false
30057 	 689 	 4133 	 true
30058 	 689 	 4133 	 true
30059 	 217 	 1301 	 false
30060 	 217 	 1301 	 false
30061 	 298 	 1790 	 false
30062 	 298 	 1790 	 false
30063 	 743 	 4460 	 true
30064 	 743 	 4460 	 true
30065 	 258 	 1548 	 false
30066 	 258 	 1548 	 false
30067 	 143 	 859 	 false
30068 	 143 	 859 	 false
30069 	 68 	 409 	 false
30070 	 68 	 409 	 false
30071 	 227 	 1362 	 false
30072 	 227 	 1362 	 false
30073 	 140 	 841 	 false
30074 	 140 	 841 	 false
30075 	 113 	 679 	 false
30076 	 113 	 679 	 false
30077 	 204 	 1222 	 false
30078 	 204 	 1222 	 false
30079 	 133 	 799 	 false
30080 	 133 	 799 	 false
30081 	 196 	 1177 	 false
30082 	 196 	 1177 	 false
30083 	 113 	 679 	 false
30084 	 113 	 679 	 false
30085 	 282 	 1694 	 false
30086 	 282 	 1694 	 false
30087 	 268 	 1609 	 false
30088 	 268 	 1609 	 false
30089 	 201 	 1207 	 false
30090 	 201 	 1207 	 false
30091 	 54 	 325 	 false
30092 	 54 	 325 	 false
30093 	 48 	 289 	 false
30094 	 48 	 289 	 false
30095 	 320 	 1921 	 false
30096 	 320 	 1921 	 false
30097 	 189 	 1132 	 false
30098 	 189 	 1132 	 false
30099 	 324 	 1945 	 false
30100 	 324 	 1945 	 false
30101 	 112 	 673 	 false
30102 	 112 	 673 	 false
30103 	 151 	 906 	 false
30104 	 151 	 906 	 false
30105 	 222 	 1333 	 false
30106 	 222 	 1333 	 false
30107 	 128 	 769 	 false
30108 	 128 	 769 	 false
30109 	 208 	 1249 	 false
30110 	 208 	 1249 	 false
30111 	 63 	 379 	 false
30112 	 63 	 379 	 false
30113 	 164 	 985 	 false
30114 	 164 	 985 	 false
30115 	 402 	 2410 	 false
30116 	 402 	 2410 	 false
30117 	 320 	 1919 	 false
30118 	 320 	 1919 	 false
30119 	 340 	 2039 	 false
30120 	 340 	 2039 	 false
30121 	 192 	 1153 	 false
30122 	 192 	 1153 	 false
30123 	 152 	 913 	 false
30124 	 152 	 913 	 false
30125 	 128 	 768 	 false
30126 	 128 	 768 	 false
30127 	 267 	 1603 	 false
30128 	 267 	 1603 	 false
30129 	 98 	 589 	 false
30130 	 98 	 589 	 false
30131 	 382 	 2293 	 false
30132 	 382 	 2293 	 false
30133 	 234 	 1403 	 false
30134 	 234 	 1403 	 false
30135 	 73 	 439 	 false
30136 	 73 	 439 	 false
30137 	 110 	 661 	 false
30138 	 110 	 661 	 false
30139 	 183 	 1099 	 false
30140 	 183 	 1099 	 false
30141 	 305 	 1831 	 false
30142 	 305 	 1831 	 false
30143 	 248 	 1489 	 false
30144 	 248 	 1489 	 false
30145 	 172 	 1034 	 false
30146 	 172 	 1034 	 false
30147 	 295 	 1771 	 false
30148 	 295 	 1771 	 false
30149 	 150 	 901 	 false
30150 	 150 	 901 	 false
30151 	 117 	 703 	 false
30152 	 117 	 703 	 false
30153 	 323 	 1935 	 false
30154 	 323 	 1935 	 false
30155 	 87 	 523 	 false
30156 	 87 	 523 	 false
30157 	 296 	 1777 	 false
30158 	 296 	 1777 	 false
30159 	 319 	 1914 	 false
30160 	 319 	 1914 	 false
30161 	 403 	 2419 	 false
30162 	 403 	 2419 	 false
30163 	 222 	 1333 	 false
30164 	 222 	 1333 	 false
30165 	 267 	 1603 	 false
30166 	 267 	 1603 	 false
30167 	 116 	 697 	 false
30168 	 116 	 697 	 false
30169 	 174 	 1041 	 false
30170 	 127 	 763 	 false
30171 	 127 	 763 	 false
30172 	 106 	 637 	 false
30173 	 106 	 637 	 false
30174 	 306 	 1837 	 false
30175 	 306 	 1837 	 false
30176 	 115 	 691 	 false
30177 	 115 	 691 	 false
30178 	 294 	 1765 	 false
30179 	 294 	 1765 	 false
30180 	 219 	 1312 	 false
30181 	 219 	 1312 	 false
30182 	 223 	 1341 	 false
30183 	 223 	 1341 	 false
30184 	 684 	 4106 	 true
30185 	 684 	 4106 	 true
30186 	 123 	 739 	 false
30187 	 123 	 739 	 false
30188 	 176 	 1057 	 false
30189 	 176 	 1057 	 false
30190 	 113 	 679 	 false
30191 	 113 	 679 	 false
30192 	 306 	 1838 	 false
30193 	 306 	 1838 	 false
30194 	 749 	 4494 	 true
30195 	 749 	 4494 	 true
30196 	 167 	 1004 	 false
30197 	 167 	 1004 	 false
30198 	 258 	 1549 	 false
30199 	 258 	 1549 	 false
30200 	 314 	 1884 	 false
30201 	 314 	 1884 	 false
30202 	 169 	 1016 	 false
30203 	 169 	 1016 	 false
30204 	 141 	 847 	 false
30205 	 141 	 847 	 false
30206 	 255 	 1527 	 false
30207 	 255 	 1527 	 false
30208 	 63 	 379 	 false
30209 	 63 	 379 	 false
30210 	 313 	 1879 	 false
30211 	 313 	 1879 	 false
30212 	 98 	 589 	 false
30213 	 98 	 589 	 false
30214 	 271 	 1627 	 false
30215 	 271 	 1627 	 false
30216 	 133 	 799 	 false
30217 	 133 	 799 	 false
30218 	 370 	 2221 	 false
30219 	 370 	 2221 	 false
30220 	 437 	 2619 	 false
30221 	 437 	 2619 	 false
30222 	 270 	 1617 	 false
30223 	 270 	 1617 	 false
30224 	 443 	 2657 	 false
30225 	 443 	 2657 	 false
30226 	 322 	 1933 	 false
30227 	 322 	 1933 	 false
30228 	 73 	 439 	 false
30229 	 73 	 439 	 false
30230 	 257 	 1543 	 false
30231 	 257 	 1543 	 false
30232 	 209 	 1257 	 false
30233 	 209 	 1257 	 false
30234 	 488 	 2928 	 false
30235 	 488 	 2928 	 false
30236 	 266 	 1596 	 false
30237 	 266 	 1596 	 false
30238 	 290 	 1739 	 false
30239 	 290 	 1739 	 false
30240 	 339 	 2035 	 false
30241 	 339 	 2035 	 false
30242 	 259 	 1555 	 false
30243 	 78 	 469 	 false
30244 	 78 	 469 	 false
30245 	 300 	 1801 	 false
30246 	 300 	 1801 	 false
30247 	 325 	 1950 	 false
30248 	 325 	 1950 	 false
30249 	 191 	 1147 	 false
30250 	 191 	 1147 	 false
30251 	 336 	 2017 	 false
30252 	 336 	 2017 	 false
30253 	 148 	 889 	 false
30254 	 148 	 889 	 false
30255 	 290 	 1742 	 false
30256 	 290 	 1742 	 false
30257 	 95 	 571 	 false
30258 	 95 	 571 	 false
30259 	 164 	 985 	 false
30260 	 164 	 985 	 false
30261 	 314 	 1885 	 false
30262 	 314 	 1885 	 false
30263 	 77 	 463 	 false
30264 	 77 	 463 	 false
30265 	 611 	 3667 	 true
30266 	 611 	 3667 	 true
30267 	 105 	 631 	 false
30268 	 105 	 631 	 false
30269 	 418 	 2507 	 false
30270 	 418 	 2507 	 false
30271 	 731 	 4384 	 true
30272 	 731 	 4384 	 true
30273 	 203 	 1217 	 false
30274 	 203 	 1217 	 false
30275 	 171 	 1024 	 false
30276 	 171 	 1024 	 false
30277 	 159 	 955 	 false
30278 	 159 	 955 	 false
30279 	 169 	 1014 	 false
30280 	 452 	 2714 	 false
30281 	 452 	 2714 	 false
30282 	 131 	 785 	 false
30283 	 131 	 785 	 false
30284 	 236 	 1417 	 false
30285 	 236 	 1417 	 false
30286 	 63 	 379 	 false
30287 	 63 	 379 	 false
30288 	 138 	 829 	 false
30289 	 138 	 829 	 false
30290 	 491 	 2944 	 false
30291 	 491 	 2944 	 false
30292 	 235 	 1410 	 false
30293 	 235 	 1410 	 false
30294 	 322 	 1934 	 false
30295 	 322 	 1934 	 false
30296 	 198 	 1189 	 false
30297 	 198 	 1189 	 false
30298 	 452 	 2714 	 false
30299 	 452 	 2714 	 false
30300 	 219 	 1313 	 false
30301 	 219 	 1313 	 false
30302 	 93 	 559 	 false
30303 	 93 	 559 	 false
30304 	 351 	 2104 	 false
30305 	 351 	 2104 	 false
30306 	 329 	 1975 	 false
30307 	 329 	 1975 	 false
30308 	 157 	 944 	 false
30309 	 157 	 944 	 false
30310 	 172 	 1030 	 false
30311 	 172 	 1030 	 false
30312 	 178 	 1069 	 false
30313 	 178 	 1069 	 false
30314 	 526 	 3155 	 true
30315 	 526 	 3155 	 true
30316 	 273 	 1638 	 false
30317 	 273 	 1638 	 false
30318 	 83 	 499 	 false
30319 	 83 	 499 	 false
30320 	 199 	 1196 	 false
30321 	 199 	 1196 	 false
30322 	 367 	 2203 	 false
30323 	 367 	 2203 	 false
30324 	 256 	 1534 	 false
30325 	 256 	 1534 	 false
30326 	 461 	 2769 	 false
30327 	 461 	 2769 	 false
30328 	 348 	 2085 	 false
30329 	 348 	 2085 	 false
30330 	 186 	 1117 	 false
30331 	 186 	 1117 	 false
30332 	 154 	 922 	 false
30333 	 154 	 922 	 false
30334 	 294 	 1763 	 false
30335 	 294 	 1763 	 false
30336 	 101 	 607 	 false
30337 	 101 	 607 	 false
30338 	 240 	 1438 	 false
30339 	 240 	 1438 	 false
30340 	 205 	 1231 	 false
30341 	 205 	 1231 	 false
30342 	 210 	 1261 	 false
30343 	 210 	 1261 	 false
30344 	 129 	 776 	 false
30345 	 129 	 776 	 false
30346 	 116 	 697 	 false
30347 	 116 	 697 	 false
30348 	 308 	 1849 	 false
30349 	 308 	 1849 	 false
30350 	 123 	 740 	 false
30351 	 123 	 740 	 false
30352 	 192 	 1153 	 false
30353 	 192 	 1153 	 false
30354 	 389 	 2335 	 false
30355 	 389 	 2335 	 false
30356 	 597 	 3581 	 true
30357 	 597 	 3581 	 true
30358 	 202 	 1210 	 false
30359 	 202 	 1210 	 false
30360 	 191 	 1144 	 false
30361 	 191 	 1144 	 false
30362 	 457 	 2745 	 false
30363 	 457 	 2745 	 false
30364 	 116 	 697 	 false
30365 	 116 	 697 	 false
30366 	 434 	 2604 	 false
30367 	 434 	 2604 	 false
30368 	 359 	 2155 	 false
30369 	 278 	 1669 	 false
30370 	 287 	 1721 	 false
30371 	 287 	 1721 	 false
30372 	 232 	 1389 	 false
30373 	 232 	 1389 	 false
30374 	 267 	 1602 	 false
30375 	 267 	 1602 	 false
30376 	 460 	 2762 	 false
30377 	 460 	 2762 	 false
30378 	 168 	 1009 	 false
30379 	 168 	 1009 	 false
30380 	 145 	 871 	 false
30381 	 145 	 871 	 false
30382 	 259 	 1555 	 false
30383 	 259 	 1555 	 false
30384 	 171 	 1027 	 false
30385 	 171 	 1027 	 false
30386 	 508 	 3045 	 true
30387 	 508 	 3045 	 true
30388 	 481 	 2885 	 false
30389 	 481 	 2885 	 false
30390 	 847 	 5081 	 true
30391 	 847 	 5081 	 true
30392 	 118 	 709 	 false
30393 	 118 	 709 	 false
30394 	 181 	 1088 	 false
30395 	 181 	 1088 	 false
30396 	 170 	 1019 	 false
30397 	 170 	 1019 	 false
30398 	 284 	 1705 	 false
30399 	 284 	 1705 	 false
30400 	 158 	 949 	 false
30401 	 158 	 949 	 false
30402 	 659 	 3954 	 true
30403 	 659 	 3954 	 true
30404 	 507 	 3045 	 true
30405 	 507 	 3045 	 true
30406 	 625 	 3748 	 true
30407 	 625 	 3748 	 true
30408 	 393 	 2355 	 false
30409 	 393 	 2355 	 false
30410 	 293 	 1760 	 false
30411 	 293 	 1760 	 false
30412 	 175 	 1051 	 false
30413 	 175 	 1051 	 false
30414 	 130 	 781 	 false
30415 	 130 	 781 	 false
30416 	 348 	 2085 	 false
30417 	 348 	 2085 	 false
30418 	 325 	 1951 	 false
30419 	 325 	 1951 	 false
30420 	 129 	 775 	 false
30421 	 129 	 775 	 false
30422 	 75 	 451 	 false
30423 	 75 	 451 	 false
30424 	 159 	 954 	 false
30425 	 997 	 5983 	 true
30426 	 997 	 5983 	 true
30427 	 278 	 1665 	 false
30428 	 278 	 1665 	 false
30429 	 507 	 3045 	 true
30430 	 507 	 3045 	 true
30431 	 756 	 4535 	 true
30432 	 346 	 2077 	 false
30433 	 346 	 2077 	 false
30434 	 150 	 901 	 false
30435 	 150 	 901 	 false
30436 	 434 	 2601 	 false
30437 	 434 	 2601 	 false
30438 	 1009 	 6051 	 true
30439 	 1009 	 6051 	 true
30440 	 267 	 1604 	 false
30441 	 267 	 1604 	 false
30442 	 679 	 4076 	 true
30443 	 679 	 4076 	 true
30444 	 221 	 1327 	 false
30445 	 221 	 1327 	 false
30446 	 461 	 2768 	 false
30447 	 461 	 2768 	 false
30448 	 467 	 2804 	 false
30449 	 467 	 2804 	 false
30450 	 204 	 1225 	 false
30451 	 204 	 1225 	 false
30452 	 206 	 1236 	 false
30453 	 206 	 1236 	 false
30454 	 226 	 1357 	 false
30455 	 226 	 1357 	 false
30456 	 1077 	 6462 	 true
30457 	 1077 	 6462 	 true
30458 	 565 	 3387 	 true
30459 	 565 	 3387 	 true
30460 	 38 	 229 	 false
30461 	 38 	 229 	 false
30462 	 413 	 2479 	 false
30463 	 413 	 2479 	 false
30464 	 613 	 3680 	 true
30465 	 599 	 3594 	 true
30466 	 176 	 1057 	 false
30467 	 176 	 1057 	 false
30468 	 221 	 1327 	 false
30469 	 221 	 1327 	 false
30470 	 330 	 1983 	 false
30471 	 330 	 1983 	 false
30472 	 284 	 1707 	 false
30473 	 284 	 1707 	 false
30474 	 263 	 1580 	 false
30475 	 263 	 1580 	 false
30476 	 225 	 1348 	 false
30477 	 225 	 1348 	 false
30478 	 828 	 4968 	 true
30479 	 828 	 4968 	 true
30480 	 244 	 1464 	 false
30481 	 244 	 1464 	 false
30482 	 744 	 4464 	 true
30483 	 744 	 4464 	 true
30484 	 507 	 3045 	 true
30485 	 507 	 3045 	 true
30486 	 353 	 2117 	 false
30487 	 353 	 2117 	 false
