Id 	 Expenditure 	 Points 	 Eligibility
56081 	 82 	 493 	 false
56082 	 82 	 493 	 false
56083 	 97 	 582 	 false
56084 	 97 	 582 	 false
56085 	 95 	 569 	 false
56086 	 95 	 569 	 false
56087 	 116 	 694 	 false
56088 	 116 	 694 	 false
56089 	 142 	 853 	 false
56090 	 142 	 853 	 false
56091 	 118 	 709 	 false
56092 	 118 	 709 	 false
56093 	 114 	 684 	 false
56094 	 114 	 684 	 false
56095 	 84 	 505 	 false
56096 	 84 	 505 	 false
56097 	 73 	 439 	 false
56098 	 73 	 439 	 false
56099 	 178 	 1069 	 false
56100 	 178 	 1069 	 false
56101 	 96 	 577 	 false
56102 	 96 	 577 	 false
56103 	 223 	 1336 	 false
56104 	 223 	 1336 	 false
56105 	 93 	 559 	 false
56106 	 93 	 559 	 false
56107 	 84 	 505 	 false
56108 	 84 	 505 	 false
56109 	 63 	 379 	 false
56110 	 63 	 379 	 false
56111 	 118 	 709 	 false
56112 	 118 	 709 	 false
56113 	 73 	 439 	 false
56114 	 73 	 439 	 false
56115 	 68 	 409 	 false
56116 	 68 	 409 	 false
56117 	 113 	 679 	 false
56118 	 113 	 679 	 false
56119 	 48 	 289 	 false
56120 	 48 	 289 	 false
56121 	 164 	 981 	 false
56122 	 67 	 403 	 false
56123 	 67 	 403 	 false
56124 	 109 	 655 	 false
56125 	 109 	 655 	 false
56126 	 48 	 289 	 false
56127 	 48 	 289 	 false
56128 	 149 	 892 	 false
56129 	 149 	 892 	 false
56130 	 168 	 1009 	 false
56131 	 168 	 1009 	 false
56132 	 246 	 1478 	 false
56133 	 246 	 1478 	 false
56134 	 169 	 1014 	 false
56135 	 38 	 229 	 false
56136 	 38 	 229 	 false
56137 	 118 	 709 	 false
56138 	 118 	 709 	 false
56139 	 142 	 849 	 false
56140 	 142 	 849 	 false
56141 	 33 	 199 	 false
56142 	 33 	 199 	 false
56143 	 163 	 979 	 false
56144 	 163 	 979 	 false
56145 	 114 	 684 	 false
56146 	 114 	 684 	 false
56147 	 53 	 319 	 false
56148 	 53 	 319 	 false
56149 	 88 	 529 	 false
56150 	 88 	 529 	 false
56151 	 205 	 1231 	 false
56152 	 205 	 1231 	 false
56153 	 165 	 988 	 false
56154 	 165 	 988 	 false
56155 	 251 	 1507 	 false
56156 	 251 	 1507 	 false
56157 	 83 	 499 	 false
56158 	 83 	 499 	 false
56159 	 169 	 1014 	 false
56160 	 88 	 529 	 false
56161 	 88 	 529 	 false
56162 	 93 	 559 	 false
56163 	 93 	 559 	 false
56164 	 148 	 890 	 false
56165 	 148 	 890 	 false
56166 	 155 	 931 	 false
56167 	 155 	 931 	 false
56168 	 104 	 625 	 false
56169 	 104 	 625 	 false
56170 	 152 	 913 	 false
56171 	 152 	 913 	 false
56172 	 85 	 511 	 false
56173 	 85 	 511 	 false
56174 	 128 	 769 	 false
56175 	 128 	 769 	 false
56176 	 83 	 499 	 false
56177 	 83 	 499 	 false
56178 	 252 	 1514 	 false
56179 	 252 	 1514 	 false
56180 	 203 	 1215 	 false
56181 	 203 	 1215 	 false
56182 	 200 	 1200 	 false
56183 	 200 	 1200 	 false
56184 	 92 	 551 	 false
56185 	 92 	 551 	 false
56186 	 348 	 2089 	 false
56187 	 348 	 2089 	 false
56188 	 63 	 379 	 false
56189 	 63 	 379 	 false
56190 	 93 	 559 	 false
56191 	 93 	 559 	 false
56192 	 177 	 1063 	 false
56193 	 177 	 1063 	 false
56194 	 83 	 499 	 false
56195 	 83 	 499 	 false
56196 	 185 	 1110 	 false
56197 	 185 	 1110 	 false
56198 	 62 	 373 	 false
56199 	 62 	 373 	 false
56200 	 88 	 529 	 false
56201 	 88 	 529 	 false
56202 	 66 	 397 	 false
56203 	 66 	 397 	 false
56204 	 163 	 979 	 false
56205 	 163 	 979 	 false
56206 	 128 	 769 	 false
56207 	 128 	 769 	 false
56208 	 73 	 439 	 false
56209 	 73 	 439 	 false
56210 	 113 	 679 	 false
56211 	 113 	 679 	 false
56212 	 104 	 625 	 false
56213 	 104 	 625 	 false
56214 	 63 	 379 	 false
56215 	 63 	 379 	 false
56216 	 108 	 649 	 false
56217 	 108 	 649 	 false
56218 	 143 	 859 	 false
56219 	 143 	 859 	 false
56220 	 98 	 589 	 false
56221 	 98 	 589 	 false
56222 	 163 	 980 	 false
56223 	 163 	 980 	 false
56224 	 208 	 1250 	 false
56225 	 208 	 1250 	 false
56226 	 93 	 559 	 false
56227 	 93 	 559 	 false
56228 	 203 	 1219 	 false
56229 	 203 	 1219 	 false
56230 	 33 	 199 	 false
56231 	 33 	 199 	 false
56232 	 53 	 319 	 false
56233 	 53 	 319 	 false
56234 	 99 	 595 	 false
56235 	 99 	 595 	 false
56236 	 148 	 886 	 false
56237 	 148 	 886 	 false
56238 	 38 	 229 	 false
56239 	 38 	 229 	 false
56240 	 118 	 709 	 false
56241 	 118 	 709 	 false
56242 	 62 	 373 	 false
56243 	 62 	 373 	 false
56244 	 118 	 709 	 false
56245 	 118 	 709 	 false
56246 	 104 	 625 	 false
56247 	 104 	 625 	 false
56248 	 127 	 763 	 false
56249 	 127 	 763 	 false
56250 	 93 	 559 	 false
56251 	 93 	 559 	 false
56252 	 93 	 559 	 false
56253 	 93 	 559 	 false
56254 	 68 	 409 	 false
56255 	 68 	 409 	 false
56256 	 98 	 589 	 false
56257 	 98 	 589 	 false
56258 	 82 	 493 	 false
56259 	 82 	 493 	 false
56260 	 63 	 379 	 false
56261 	 63 	 379 	 false
56262 	 103 	 619 	 false
56263 	 103 	 619 	 false
56264 	 252 	 1509 	 false
56265 	 252 	 1509 	 false
56266 	 58 	 349 	 false
56267 	 58 	 349 	 false
56268 	 237 	 1422 	 false
56269 	 237 	 1422 	 false
56270 	 58 	 349 	 false
56271 	 58 	 349 	 false
56272 	 41 	 247 	 false
56273 	 41 	 247 	 false
56274 	 259 	 1555 	 false
56275 	 259 	 1555 	 false
56276 	 94 	 567 	 false
56277 	 94 	 567 	 false
56278 	 83 	 499 	 false
56279 	 83 	 499 	 false
56280 	 110 	 661 	 false
56281 	 110 	 661 	 false
56282 	 128 	 769 	 false
56283 	 131 	 787 	 false
56284 	 83 	 499 	 false
56285 	 83 	 499 	 false
56286 	 183 	 1099 	 false
56287 	 183 	 1099 	 false
56288 	 84 	 502 	 false
56289 	 84 	 502 	 false
56290 	 66 	 397 	 false
56291 	 66 	 397 	 false
56292 	 139 	 833 	 false
56293 	 139 	 833 	 false
56294 	 58 	 349 	 false
56295 	 58 	 349 	 false
56296 	 67 	 403 	 false
56297 	 67 	 403 	 false
56298 	 48 	 289 	 false
56299 	 48 	 289 	 false
56300 	 73 	 439 	 false
56301 	 73 	 439 	 false
56302 	 58 	 349 	 false
56303 	 58 	 349 	 false
56304 	 257 	 1544 	 false
56305 	 257 	 1544 	 false
56306 	 229 	 1373 	 false
56307 	 229 	 1373 	 false
56308 	 138 	 827 	 false
56309 	 138 	 827 	 false
56310 	 108 	 650 	 false
56311 	 108 	 650 	 false
56312 	 113 	 679 	 false
56313 	 113 	 679 	 false
56314 	 63 	 379 	 false
56315 	 63 	 379 	 false
56316 	 108 	 649 	 false
56317 	 108 	 649 	 false
56318 	 198 	 1189 	 false
56319 	 198 	 1189 	 false
56320 	 94 	 567 	 false
56321 	 94 	 567 	 false
56322 	 123 	 739 	 false
56323 	 123 	 739 	 false
56324 	 94 	 566 	 false
56325 	 94 	 566 	 false
56326 	 68 	 409 	 false
56327 	 68 	 409 	 false
56328 	 83 	 499 	 false
56329 	 83 	 499 	 false
56330 	 88 	 529 	 false
56331 	 88 	 529 	 false
56332 	 58 	 349 	 false
56333 	 58 	 349 	 false
56334 	 83 	 499 	 false
56335 	 83 	 499 	 false
56336 	 82 	 490 	 false
56337 	 82 	 490 	 false
56338 	 72 	 433 	 false
56339 	 72 	 433 	 false
56340 	 133 	 799 	 false
56341 	 133 	 799 	 false
56342 	 126 	 757 	 false
56343 	 126 	 757 	 false
56344 	 48 	 289 	 false
56345 	 48 	 289 	 false
56346 	 159 	 953 	 false
56347 	 159 	 953 	 false
56348 	 155 	 931 	 false
56349 	 155 	 931 	 false
56350 	 97 	 583 	 false
56351 	 97 	 583 	 false
56352 	 178 	 1069 	 false
56353 	 178 	 1069 	 false
56354 	 73 	 439 	 false
56355 	 73 	 439 	 false
56356 	 63 	 379 	 false
56357 	 63 	 379 	 false
56358 	 88 	 529 	 false
56359 	 88 	 529 	 false
56360 	 118 	 709 	 false
56361 	 118 	 709 	 false
56362 	 178 	 1067 	 false
56363 	 178 	 1067 	 false
56364 	 144 	 864 	 false
56365 	 144 	 864 	 false
56366 	 87 	 523 	 false
56367 	 87 	 523 	 false
56368 	 91 	 547 	 false
56369 	 91 	 547 	 false
56370 	 205 	 1227 	 false
56371 	 205 	 1227 	 false
56372 	 93 	 559 	 false
56373 	 93 	 559 	 false
56374 	 104 	 625 	 false
56375 	 104 	 625 	 false
56376 	 222 	 1334 	 false
56377 	 222 	 1334 	 false
56378 	 101 	 608 	 false
56379 	 101 	 608 	 false
56380 	 137 	 823 	 false
56381 	 137 	 823 	 false
56382 	 48 	 289 	 false
56383 	 48 	 289 	 false
56384 	 104 	 627 	 false
56385 	 104 	 627 	 false
56386 	 82 	 493 	 false
56387 	 82 	 493 	 false
56388 	 159 	 954 	 false
56389 	 130 	 781 	 false
56390 	 130 	 781 	 false
56391 	 85 	 511 	 false
56392 	 85 	 511 	 false
56393 	 224 	 1343 	 false
56394 	 224 	 1343 	 false
56395 	 89 	 535 	 false
56396 	 89 	 535 	 false
56397 	 76 	 457 	 false
56398 	 76 	 457 	 false
56399 	 68 	 409 	 false
56400 	 68 	 409 	 false
56401 	 73 	 439 	 false
56402 	 73 	 439 	 false
56403 	 130 	 782 	 false
56404 	 130 	 782 	 false
56405 	 176 	 1057 	 false
56406 	 176 	 1057 	 false
56407 	 49 	 294 	 false
56408 	 49 	 294 	 false
56409 	 93 	 559 	 false
56410 	 93 	 559 	 false
56411 	 113 	 679 	 false
56412 	 113 	 679 	 false
56413 	 48 	 289 	 false
56414 	 48 	 289 	 false
56415 	 232 	 1393 	 false
56416 	 232 	 1393 	 false
56417 	 277 	 1662 	 false
56418 	 277 	 1662 	 false
56419 	 128 	 769 	 false
56420 	 128 	 769 	 false
56421 	 150 	 901 	 false
56422 	 150 	 901 	 false
56423 	 177 	 1063 	 false
56424 	 177 	 1063 	 false
56425 	 73 	 439 	 false
56426 	 73 	 439 	 false
56427 	 74 	 445 	 false
56428 	 74 	 445 	 false
56429 	 48 	 289 	 false
56430 	 48 	 289 	 false
56431 	 138 	 829 	 false
56432 	 138 	 829 	 false
56433 	 164 	 984 	 false
56434 	 164 	 984 	 false
56435 	 58 	 349 	 false
56436 	 58 	 349 	 false
56437 	 225 	 1351 	 false
56438 	 225 	 1351 	 false
56439 	 226 	 1357 	 false
56440 	 226 	 1357 	 false
56441 	 232 	 1392 	 false
56442 	 232 	 1392 	 false
56443 	 122 	 732 	 false
56444 	 122 	 732 	 false
56445 	 274 	 1644 	 false
56446 	 274 	 1644 	 false
56447 	 103 	 619 	 false
56448 	 103 	 619 	 false
56449 	 113 	 679 	 false
56450 	 113 	 679 	 false
56451 	 68 	 409 	 false
56452 	 68 	 409 	 false
56453 	 145 	 871 	 false
56454 	 145 	 871 	 false
56455 	 213 	 1276 	 false
56456 	 213 	 1276 	 false
56457 	 48 	 289 	 false
56458 	 48 	 289 	 false
56459 	 53 	 319 	 false
56460 	 53 	 319 	 false
56461 	 200 	 1200 	 false
56462 	 200 	 1200 	 false
56463 	 108 	 649 	 false
56464 	 108 	 649 	 false
56465 	 134 	 807 	 false
56466 	 134 	 807 	 false
56467 	 95 	 568 	 false
56468 	 95 	 568 	 false
56469 	 93 	 559 	 false
56470 	 93 	 559 	 false
56471 	 78 	 469 	 false
56472 	 78 	 469 	 false
56473 	 78 	 469 	 false
56474 	 78 	 469 	 false
56475 	 149 	 897 	 false
56476 	 149 	 897 	 false
56477 	 162 	 974 	 false
56478 	 162 	 974 	 false
56479 	 63 	 379 	 false
56480 	 63 	 379 	 false
56481 	 53 	 319 	 false
56482 	 53 	 319 	 false
56483 	 98 	 589 	 false
56484 	 98 	 589 	 false
56485 	 68 	 409 	 false
56486 	 68 	 409 	 false
56487 	 82 	 493 	 false
56488 	 82 	 493 	 false
56489 	 139 	 831 	 false
56490 	 139 	 831 	 false
56491 	 99 	 595 	 false
56492 	 99 	 595 	 false
56493 	 133 	 799 	 false
56494 	 133 	 799 	 false
56495 	 97 	 583 	 false
56496 	 97 	 583 	 false
56497 	 107 	 643 	 false
56498 	 107 	 643 	 false
56499 	 210 	 1260 	 false
56500 	 210 	 1260 	 false
56501 	 67 	 403 	 false
56502 	 67 	 403 	 false
56503 	 264 	 1583 	 false
56504 	 264 	 1583 	 false
56505 	 237 	 1422 	 false
56506 	 237 	 1422 	 false
56507 	 183 	 1099 	 false
56508 	 183 	 1099 	 false
56509 	 108 	 651 	 false
56510 	 108 	 651 	 false
56511 	 55 	 331 	 false
56512 	 55 	 331 	 false
56513 	 78 	 469 	 false
56514 	 78 	 469 	 false
56515 	 58 	 349 	 false
56516 	 58 	 349 	 false
56517 	 222 	 1331 	 false
56518 	 222 	 1331 	 false
56519 	 103 	 619 	 false
56520 	 103 	 619 	 false
56521 	 129 	 777 	 false
56522 	 129 	 777 	 false
56523 	 39 	 235 	 false
56524 	 39 	 235 	 false
56525 	 208 	 1251 	 false
56526 	 208 	 1251 	 false
56527 	 48 	 289 	 false
56528 	 48 	 289 	 false
56529 	 108 	 649 	 false
56530 	 108 	 649 	 false
56531 	 123 	 739 	 false
56532 	 123 	 739 	 false
56533 	 192 	 1152 	 false
56534 	 192 	 1152 	 false
56535 	 127 	 763 	 false
56536 	 127 	 763 	 false
56537 	 73 	 439 	 false
56538 	 73 	 439 	 false
56539 	 108 	 649 	 false
56540 	 108 	 649 	 false
56541 	 144 	 861 	 false
56542 	 144 	 861 	 false
56543 	 73 	 439 	 false
56544 	 73 	 439 	 false
56545 	 213 	 1279 	 false
56546 	 213 	 1279 	 false
56547 	 78 	 469 	 false
56548 	 78 	 469 	 false
56549 	 53 	 319 	 false
56550 	 53 	 319 	 false
56551 	 103 	 619 	 false
56552 	 103 	 619 	 false
56553 	 67 	 403 	 false
56554 	 67 	 403 	 false
56555 	 39 	 235 	 false
56556 	 39 	 235 	 false
56557 	 58 	 349 	 false
56558 	 58 	 349 	 false
56559 	 34 	 205 	 false
56560 	 34 	 205 	 false
56561 	 118 	 706 	 false
56562 	 121 	 725 	 false
56563 	 72 	 433 	 false
56564 	 72 	 433 	 false
56565 	 84 	 505 	 false
56566 	 84 	 505 	 false
56567 	 58 	 349 	 false
56568 	 58 	 349 	 false
56569 	 68 	 409 	 false
56570 	 68 	 409 	 false
56571 	 211 	 1269 	 false
56572 	 211 	 1269 	 false
56573 	 102 	 615 	 false
56574 	 102 	 615 	 false
56575 	 48 	 289 	 false
56576 	 48 	 289 	 false
56577 	 169 	 1017 	 false
56578 	 169 	 1017 	 false
56579 	 104 	 625 	 false
56580 	 104 	 625 	 false
56581 	 51 	 304 	 false
56582 	 51 	 304 	 false
56583 	 48 	 289 	 false
56584 	 48 	 289 	 false
56585 	 144 	 863 	 false
56586 	 144 	 863 	 false
56587 	 68 	 409 	 false
56588 	 68 	 409 	 false
56589 	 73 	 439 	 false
56590 	 73 	 439 	 false
56591 	 48 	 289 	 false
56592 	 48 	 289 	 false
56593 	 63 	 379 	 false
56594 	 63 	 379 	 false
56595 	 85 	 511 	 false
56596 	 85 	 511 	 false
56597 	 58 	 349 	 false
56598 	 58 	 349 	 false
56599 	 186 	 1116 	 false
56600 	 186 	 1116 	 false
56601 	 70 	 421 	 false
56602 	 70 	 421 	 false
56603 	 184 	 1107 	 false
56604 	 184 	 1107 	 false
56605 	 131 	 787 	 false
56606 	 131 	 787 	 false
56607 	 63 	 379 	 false
56608 	 63 	 379 	 false
56609 	 88 	 530 	 false
56610 	 88 	 530 	 false
56611 	 78 	 469 	 false
56612 	 78 	 469 	 false
56613 	 294 	 1765 	 false
56614 	 294 	 1765 	 false
56615 	 134 	 805 	 false
56616 	 134 	 805 	 false
56617 	 124 	 742 	 false
56618 	 124 	 742 	 false
56619 	 58 	 349 	 false
56620 	 58 	 349 	 false
56621 	 204 	 1223 	 false
56622 	 204 	 1223 	 false
56623 	 48 	 289 	 false
56624 	 48 	 289 	 false
56625 	 107 	 643 	 false
56626 	 107 	 643 	 false
56627 	 129 	 774 	 false
56628 	 129 	 774 	 false
56629 	 59 	 355 	 false
56630 	 59 	 355 	 false
56631 	 78 	 469 	 false
56632 	 78 	 469 	 false
56633 	 58 	 349 	 false
56634 	 58 	 349 	 false
56635 	 49 	 294 	 false
56636 	 49 	 294 	 false
56637 	 48 	 289 	 false
56638 	 48 	 289 	 false
56639 	 118 	 709 	 false
56640 	 118 	 709 	 false
56641 	 83 	 499 	 false
56642 	 83 	 499 	 false
56643 	 78 	 469 	 false
56644 	 78 	 469 	 false
56645 	 243 	 1456 	 false
56646 	 243 	 1456 	 false
56647 	 48 	 289 	 false
56648 	 48 	 289 	 false
56649 	 63 	 379 	 false
56650 	 63 	 379 	 false
56651 	 123 	 739 	 false
56652 	 123 	 739 	 false
56653 	 48 	 289 	 false
56654 	 48 	 289 	 false
56655 	 128 	 769 	 false
56656 	 128 	 769 	 false
56657 	 123 	 739 	 false
56658 	 123 	 739 	 false
56659 	 140 	 841 	 false
56660 	 140 	 841 	 false
56661 	 88 	 529 	 false
56662 	 88 	 529 	 false
56663 	 53 	 319 	 false
56664 	 53 	 319 	 false
56665 	 98 	 589 	 false
56666 	 98 	 589 	 false
56667 	 91 	 547 	 false
56668 	 91 	 547 	 false
56669 	 74 	 445 	 false
56670 	 74 	 445 	 false
56671 	 191 	 1149 	 false
56672 	 191 	 1149 	 false
56673 	 175 	 1051 	 false
56674 	 175 	 1051 	 false
56675 	 118 	 709 	 false
56676 	 118 	 709 	 false
56677 	 99 	 595 	 false
56678 	 99 	 595 	 false
56679 	 98 	 589 	 false
56680 	 98 	 589 	 false
56681 	 87 	 523 	 false
56682 	 87 	 523 	 false
56683 	 133 	 799 	 false
56684 	 133 	 799 	 false
56685 	 73 	 439 	 false
56686 	 73 	 439 	 false
56687 	 48 	 289 	 false
56688 	 48 	 289 	 false
56689 	 53 	 319 	 false
56690 	 53 	 319 	 false
56691 	 89 	 535 	 false
56692 	 89 	 535 	 false
56693 	 82 	 493 	 false
56694 	 82 	 493 	 false
56695 	 73 	 439 	 false
56696 	 73 	 439 	 false
56697 	 108 	 649 	 false
56698 	 108 	 649 	 false
56699 	 93 	 559 	 false
56700 	 93 	 559 	 false
56701 	 78 	 469 	 false
56702 	 78 	 469 	 false
56703 	 58 	 349 	 false
56704 	 58 	 349 	 false
56705 	 123 	 740 	 false
56706 	 123 	 740 	 false
56707 	 258 	 1549 	 false
56708 	 258 	 1549 	 false
56709 	 93 	 559 	 false
56710 	 93 	 559 	 false
56711 	 113 	 679 	 false
56712 	 113 	 679 	 false
56713 	 153 	 916 	 false
56714 	 153 	 916 	 false
56715 	 172 	 1033 	 false
56716 	 172 	 1033 	 false
56717 	 152 	 913 	 false
56718 	 152 	 913 	 false
56719 	 84 	 505 	 false
56720 	 84 	 505 	 false
56721 	 103 	 619 	 false
56722 	 103 	 619 	 false
56723 	 107 	 643 	 false
56724 	 107 	 643 	 false
56725 	 111 	 667 	 false
56726 	 111 	 667 	 false
56727 	 156 	 937 	 false
56728 	 156 	 937 	 false
56729 	 158 	 948 	 false
56730 	 158 	 948 	 false
56731 	 108 	 649 	 false
56732 	 108 	 649 	 false
56733 	 68 	 409 	 false
56734 	 68 	 409 	 false
56735 	 88 	 529 	 false
56736 	 88 	 529 	 false
56737 	 243 	 1459 	 false
56738 	 243 	 1459 	 false
56739 	 68 	 409 	 false
56740 	 68 	 409 	 false
56741 	 129 	 775 	 false
56742 	 129 	 775 	 false
56743 	 42 	 253 	 false
56744 	 42 	 253 	 false
56745 	 63 	 379 	 false
56746 	 63 	 379 	 false
56747 	 119 	 715 	 false
56748 	 119 	 715 	 false
56749 	 59 	 355 	 false
56750 	 59 	 355 	 false
56751 	 58 	 349 	 false
56752 	 58 	 349 	 false
56753 	 48 	 289 	 false
56754 	 48 	 289 	 false
56755 	 84 	 505 	 false
56756 	 84 	 505 	 false
56757 	 70 	 421 	 false
56758 	 70 	 421 	 false
56759 	 73 	 439 	 false
56760 	 73 	 439 	 false
56761 	 88 	 529 	 false
56762 	 88 	 529 	 false
56763 	 207 	 1244 	 false
56764 	 207 	 1244 	 false
56765 	 53 	 319 	 false
56766 	 53 	 319 	 false
56767 	 128 	 769 	 false
56768 	 128 	 769 	 false
56769 	 73 	 439 	 false
56770 	 73 	 439 	 false
56771 	 73 	 439 	 false
56772 	 73 	 439 	 false
56773 	 48 	 289 	 false
56774 	 48 	 289 	 false
56775 	 53 	 319 	 false
56776 	 53 	 319 	 false
56777 	 97 	 582 	 false
56778 	 97 	 582 	 false
56779 	 118 	 709 	 false
56780 	 118 	 709 	 false
56781 	 111 	 667 	 false
56782 	 111 	 667 	 false
56783 	 88 	 529 	 false
56784 	 88 	 529 	 false
56785 	 48 	 289 	 false
56786 	 48 	 289 	 false
56787 	 158 	 950 	 false
56788 	 158 	 950 	 false
56789 	 118 	 709 	 false
56790 	 118 	 709 	 false
56791 	 68 	 409 	 false
56792 	 68 	 409 	 false
56793 	 128 	 769 	 false
56794 	 128 	 769 	 false
56795 	 73 	 439 	 false
56796 	 73 	 439 	 false
56797 	 68 	 409 	 false
56798 	 68 	 409 	 false
56799 	 148 	 888 	 false
56800 	 148 	 888 	 false
56801 	 109 	 655 	 false
56802 	 109 	 655 	 false
56803 	 98 	 589 	 false
56804 	 98 	 589 	 false
56805 	 42 	 253 	 false
56806 	 42 	 253 	 false
56807 	 68 	 409 	 false
56808 	 68 	 409 	 false
56809 	 178 	 1069 	 false
56810 	 178 	 1069 	 false
56811 	 88 	 529 	 false
56812 	 88 	 529 	 false
56813 	 78 	 469 	 false
56814 	 78 	 469 	 false
56815 	 127 	 763 	 false
56816 	 127 	 763 	 false
56817 	 84 	 505 	 false
56818 	 84 	 505 	 false
56819 	 98 	 589 	 false
56820 	 98 	 589 	 false
56821 	 118 	 709 	 false
56822 	 118 	 709 	 false
56823 	 153 	 919 	 false
56824 	 153 	 919 	 false
56825 	 63 	 379 	 false
56826 	 63 	 379 	 false
56827 	 99 	 595 	 false
56828 	 99 	 595 	 false
56829 	 118 	 709 	 false
56830 	 118 	 709 	 false
56831 	 89 	 535 	 false
56832 	 89 	 535 	 false
56833 	 145 	 869 	 false
56834 	 145 	 869 	 false
56835 	 118 	 709 	 false
56836 	 118 	 709 	 false
56837 	 134 	 805 	 false
56838 	 134 	 805 	 false
56839 	 117 	 700 	 false
56840 	 117 	 700 	 false
56841 	 108 	 649 	 false
56842 	 108 	 649 	 false
56843 	 128 	 769 	 false
56844 	 128 	 769 	 false
56845 	 102 	 613 	 false
56846 	 102 	 613 	 false
56847 	 129 	 774 	 false
56848 	 129 	 774 	 false
56849 	 41 	 247 	 false
56850 	 41 	 247 	 false
56851 	 102 	 613 	 false
56852 	 102 	 613 	 false
56853 	 53 	 319 	 false
56854 	 53 	 319 	 false
56855 	 123 	 739 	 false
56856 	 123 	 739 	 false
56857 	 148 	 888 	 false
56858 	 148 	 888 	 false
56859 	 118 	 709 	 false
56860 	 118 	 709 	 false
56861 	 58 	 349 	 false
56862 	 58 	 349 	 false
56863 	 68 	 409 	 false
56864 	 68 	 409 	 false
56865 	 123 	 739 	 false
56866 	 123 	 739 	 false
56867 	 98 	 589 	 false
56868 	 98 	 589 	 false
56869 	 144 	 865 	 false
56870 	 144 	 865 	 false
56871 	 98 	 589 	 false
56872 	 98 	 589 	 false
56873 	 130 	 781 	 false
56874 	 130 	 781 	 false
56875 	 162 	 973 	 false
56876 	 162 	 973 	 false
56877 	 190 	 1142 	 false
56878 	 190 	 1142 	 false
56879 	 118 	 709 	 false
56880 	 118 	 709 	 false
56881 	 162 	 974 	 false
56882 	 162 	 974 	 false
56883 	 151 	 907 	 false
56884 	 151 	 907 	 false
56885 	 123 	 739 	 false
56886 	 123 	 739 	 false
56887 	 109 	 655 	 false
56888 	 109 	 655 	 false
56889 	 128 	 769 	 false
56890 	 128 	 769 	 false
56891 	 158 	 948 	 false
56892 	 158 	 948 	 false
56893 	 162 	 974 	 false
56894 	 162 	 974 	 false
56895 	 476 	 2855 	 false
56896 	 476 	 2855 	 false
56897 	 112 	 673 	 false
56898 	 112 	 673 	 false
56899 	 73 	 439 	 false
56900 	 73 	 439 	 false
56901 	 118 	 709 	 false
56902 	 118 	 709 	 false
56903 	 148 	 889 	 false
56904 	 148 	 889 	 false
56905 	 238 	 1426 	 false
56906 	 238 	 1426 	 false
56907 	 192 	 1151 	 false
56908 	 192 	 1151 	 false
56909 	 98 	 586 	 false
56910 	 98 	 586 	 false
56911 	 98 	 586 	 false
56912 	 98 	 586 	 false
56913 	 130 	 781 	 false
56914 	 130 	 781 	 false
56915 	 270 	 1619 	 false
56916 	 270 	 1619 	 false
56917 	 78 	 469 	 false
56918 	 78 	 469 	 false
56919 	 108 	 646 	 false
56920 	 108 	 646 	 false
56921 	 58 	 349 	 false
56922 	 58 	 349 	 false
56923 	 112 	 673 	 false
56924 	 112 	 673 	 false
56925 	 48 	 289 	 false
56926 	 48 	 289 	 false
56927 	 114 	 685 	 false
56928 	 114 	 685 	 false
56929 	 42 	 253 	 false
56930 	 42 	 253 	 false
56931 	 197 	 1183 	 false
56932 	 197 	 1183 	 false
56933 	 98 	 589 	 false
56934 	 98 	 589 	 false
56935 	 332 	 1993 	 false
56936 	 332 	 1993 	 false
56937 	 40 	 241 	 false
56938 	 40 	 241 	 false
56939 	 88 	 529 	 false
56940 	 88 	 529 	 false
56941 	 111 	 667 	 false
56942 	 111 	 667 	 false
56943 	 145 	 869 	 false
56944 	 145 	 869 	 false
56945 	 114 	 682 	 false
56946 	 114 	 682 	 false
56947 	 78 	 469 	 false
56948 	 78 	 469 	 false
56949 	 48 	 289 	 false
56950 	 48 	 289 	 false
56951 	 162 	 973 	 false
56952 	 162 	 973 	 false
56953 	 187 	 1123 	 false
56954 	 187 	 1123 	 false
56955 	 48 	 289 	 false
56956 	 48 	 289 	 false
56957 	 68 	 409 	 false
56958 	 68 	 409 	 false
56959 	 108 	 649 	 false
56960 	 108 	 649 	 false
56961 	 48 	 289 	 false
56962 	 48 	 289 	 false
56963 	 108 	 649 	 false
56964 	 108 	 649 	 false
56965 	 148 	 889 	 false
56966 	 148 	 889 	 false
56967 	 53 	 319 	 false
56968 	 53 	 319 	 false
56969 	 137 	 822 	 false
56970 	 137 	 822 	 false
56971 	 81 	 487 	 false
56972 	 81 	 487 	 false
56973 	 94 	 565 	 false
56974 	 94 	 565 	 false
56975 	 95 	 569 	 false
56976 	 95 	 569 	 false
56977 	 116 	 694 	 false
56978 	 116 	 694 	 false
56979 	 81 	 487 	 false
56980 	 81 	 487 	 false
56981 	 105 	 631 	 false
56982 	 105 	 631 	 false
56983 	 118 	 709 	 false
56984 	 118 	 709 	 false
56985 	 134 	 805 	 false
56986 	 134 	 805 	 false
56987 	 158 	 949 	 false
56988 	 158 	 949 	 false
56989 	 162 	 973 	 false
56990 	 162 	 973 	 false
56991 	 133 	 799 	 false
56992 	 133 	 799 	 false
56993 	 104 	 625 	 false
56994 	 104 	 625 	 false
56995 	 73 	 439 	 false
56996 	 73 	 439 	 false
56997 	 78 	 469 	 false
56998 	 78 	 469 	 false
56999 	 109 	 655 	 false
57000 	 109 	 655 	 false
57001 	 126 	 757 	 false
57002 	 126 	 757 	 false
